"interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","annotation","interaction_name_2","id_cp_interaction","annotation_strategy","source","is_ppi","curator","reactome_complex","reactome_reaction","reactome_pathway","complexPortal_complex","comments","version","modulatory_effect"
"COL3A1-ITGA10+ITGB1","Collagen/Integrin","COL3A1","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL3A1-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL3A1-ITGA11+ITGB1","Collagen/Integrin","COL3A1","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL3A1-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL3A1-ITGA2+ITGB1","Collagen/Integrin","COL3A1","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL3A1-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A1-ADGRG6","Collagen/Integrin","COL4A1","ADGRG6","","","","","Adhesion-Adhesion","COL4A1-ADGRG6",NA,"curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"COL4A1-ITGA1+ITGB1","Collagen/Integrin","COL4A1","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL4A1-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A1-ITGA10+ITGB1","Collagen/Integrin","COL4A1","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL4A1-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A1-ITGA11+ITGB1","Collagen/Integrin","COL4A1","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL4A1-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A1-ITGA2+ITGB1","Collagen/Integrin","COL4A1","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL4A1-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A2-ADGRG6","Collagen/Integrin","COL4A2","ADGRG6","","","","","Adhesion-Adhesion","COL4A2-ADGRG6",NA,"curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"COL4A2-ITGA1+ITGB1","Collagen/Integrin","COL4A2","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL4A2-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A2-ITGA10+ITGB1","Collagen/Integrin","COL4A2","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL4A2-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A2-ITGA11+ITGB1","Collagen/Integrin","COL4A2","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL4A2-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A2-ITGA2+ITGB1","Collagen/Integrin","COL4A2","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL4A2-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A3-ADGRG6","Collagen/Integrin","COL4A3","ADGRG6","","","","","Adhesion-Adhesion","COL4A3-ADGRG6",NA,"curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"COL4A3-ITGA1+ITGB1","Collagen/Integrin","COL4A3","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL4A3-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A3-ITGA10+ITGB1","Collagen/Integrin","COL4A3","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL4A3-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A3-ITGA11+ITGB1","Collagen/Integrin","COL4A3","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL4A3-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A3-ITGA2+ITGB1","Collagen/Integrin","COL4A3","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL4A3-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A4-ADGRG6","Collagen/Integrin","COL4A4","ADGRG6","","","","","Adhesion-Adhesion","COL4A4-ADGRG6",NA,"curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"COL4A4-ITGA1+ITGB1","Collagen/Integrin","COL4A4","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL4A4-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A4-ITGA10+ITGB1","Collagen/Integrin","COL4A4","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL4A4-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A4-ITGA11+ITGB1","Collagen/Integrin","COL4A4","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL4A4-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A4-ITGA2+ITGB1","Collagen/Integrin","COL4A4","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL4A4-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A5-ADGRG6","Collagen/Integrin","COL4A5","ADGRG6","","","","","Adhesion-Adhesion","COL4A5-ADGRG6",NA,"curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"COL4A5-ITGA1+ITGB1","Collagen/Integrin","COL4A5","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL4A5-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A5-ITGA10+ITGB1","Collagen/Integrin","COL4A5","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL4A5-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A5-ITGA11+ITGB1","Collagen/Integrin","COL4A5","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL4A5-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A5-ITGA2+ITGB1","Collagen/Integrin","COL4A5","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL4A5-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A6-ADGRG6","Collagen/Integrin","COL4A6","ADGRG6","","","","","Adhesion-Adhesion","COL4A6-ADGRG6",NA,"curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"COL4A6-ITGA1+ITGB1","Collagen/Integrin","COL4A6","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL4A6-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A6-ITGA10+ITGB1","Collagen/Integrin","COL4A6","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL4A6-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A6-ITGA11+ITGB1","Collagen/Integrin","COL4A6","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL4A6-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL4A6-ITGA2+ITGB1","Collagen/Integrin","COL4A6","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL4A6-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL5A1-ITGA1+ITGB1","Collagen/Integrin","COL5A1","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL5A1-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL5A1-ITGA10+ITGB1","Collagen/Integrin","COL5A1","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL5A1-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL5A1-ITGA11+ITGB1","Collagen/Integrin","COL5A1","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL5A1-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL5A1-ITGA2+ITGB1","Collagen/Integrin","COL5A1","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL5A1-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL5A2-ITGA1+ITGB1","Collagen/Integrin","COL5A2","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL5A2-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL5A2-ITGA10+ITGB1","Collagen/Integrin","COL5A2","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL5A2-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL5A2-ITGA11+ITGB1","Collagen/Integrin","COL5A2","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL5A2-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL5A2-ITGA2+ITGB1","Collagen/Integrin","COL5A2","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL5A2-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL5A3-ITGA1+ITGB1","Collagen/Integrin","COL5A3","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL5A3-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL5A3-ITGA10+ITGB1","Collagen/Integrin","COL5A3","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL5A3-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL5A3-ITGA11+ITGB1","Collagen/Integrin","COL5A3","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL5A3-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL5A3-ITGA2+ITGB1","Collagen/Integrin","COL5A3","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL5A3-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A1-ITGA1+ITGB1","Collagen/Integrin","COL6A1","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL6A1-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A1-ITGA10+ITGB1","Collagen/Integrin","COL6A1","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL6A1-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A1-ITGA11+ITGB1","Collagen/Integrin","COL6A1","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL6A1-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A1-ITGA2+ITGB1","Collagen/Integrin","COL6A1","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL6A1-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A2-ITGA1+ITGB1","Collagen/Integrin","COL6A2","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL6A2-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A2-ITGA10+ITGB1","Collagen/Integrin","COL6A2","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL6A2-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A2-ITGA11+ITGB1","Collagen/Integrin","COL6A2","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL6A2-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A2-ITGA2+ITGB1","Collagen/Integrin","COL6A2","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL6A2-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A3-ITGA1+ITGB1","Collagen/Integrin","COL6A3","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL6A3-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A3-ITGA10+ITGB1","Collagen/Integrin","COL6A3","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL6A3-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A3-ITGA11+ITGB1","Collagen/Integrin","COL6A3","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL6A3-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A3-ITGA2+ITGB1","Collagen/Integrin","COL6A3","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL6A3-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A5-ITGA1+ITGB1","Collagen/Integrin","COL6A5","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL6A5-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A5-ITGA10+ITGB1","Collagen/Integrin","COL6A5","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL6A5-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A5-ITGA11+ITGB1","Collagen/Integrin","COL6A5","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL6A5-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A5-ITGA2+ITGB1","Collagen/Integrin","COL6A5","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL6A5-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A6-ITGA1+ITGB1","Collagen/Integrin","COL6A6","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL6A6-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A6-ITGA10+ITGB1","Collagen/Integrin","COL6A6","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL6A6-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A6-ITGA11+ITGB1","Collagen/Integrin","COL6A6","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL6A6-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL6A6-ITGA2+ITGB1","Collagen/Integrin","COL6A6","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL6A6-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL7A1-ITGA1+ITGB1","Collagen/Integrin","COL7A1","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL7A1-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL7A1-ITGA10+ITGB1","Collagen/Integrin","COL7A1","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL7A1-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL7A1-ITGA11+ITGB1","Collagen/Integrin","COL7A1","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL7A1-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL7A1-ITGA2+ITGB1","Collagen/Integrin","COL7A1","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL7A1-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL8A1-ITGA1+ITGB1","Collagen/Integrin","COL8A1","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL8A1-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL8A1-ITGA10+ITGB1","Collagen/Integrin","COL8A1","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL8A1-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL8A1-ITGA11+ITGB1","Collagen/Integrin","COL8A1","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL8A1-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL8A1-ITGA2+ITGB1","Collagen/Integrin","COL8A1","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL8A1-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL8A2-ITGA1+ITGB1","Collagen/Integrin","COL8A2","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL8A2-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL8A2-ITGA10+ITGB1","Collagen/Integrin","COL8A2","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL8A2-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL8A2-ITGA11+ITGB1","Collagen/Integrin","COL8A2","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL8A2-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL8A2-ITGA2+ITGB1","Collagen/Integrin","COL8A2","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL8A2-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL9A1-ITGA1+ITGB1","Collagen/Integrin","COL9A1","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL9A1-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL9A1-ITGA10+ITGB1","Collagen/Integrin","COL9A1","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL9A1-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL9A1-ITGA11+ITGB1","Collagen/Integrin","COL9A1","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL9A1-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL9A1-ITGA2+ITGB1","Collagen/Integrin","COL9A1","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL9A1-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL9A2-ITGA1+ITGB1","Collagen/Integrin","COL9A2","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL9A2-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL9A2-ITGA10+ITGB1","Collagen/Integrin","COL9A2","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL9A2-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL9A2-ITGA11+ITGB1","Collagen/Integrin","COL9A2","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL9A2-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL9A2-ITGA2+ITGB1","Collagen/Integrin","COL9A2","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL9A2-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL9A3-ITGA1+ITGB1","Collagen/Integrin","COL9A3","integrin_a1b1_complex","","","","","Adhesion-Adhesion","COL9A3-ITGA1+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL9A3-ITGA10+ITGB1","Collagen/Integrin","COL9A3","integrin_a10b1_complex","","","","","Adhesion-Adhesion","COL9A3-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL9A3-ITGA11+ITGB1","Collagen/Integrin","COL9A3","integrin_a11b1_complex","","","","","Adhesion-Adhesion","COL9A3-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"COL9A3-ITGA2+ITGB1","Collagen/Integrin","COL9A3","integrin_a2b1_complex","","","","","Adhesion-Adhesion","COL9A3-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"DSC1-DSG2","Desmosome","DSC1","DSG2","","","","","Adhesion-Adhesion","DSC1-DSG2",NA,"curated","PMID:27298358","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"DSC2-DSG2","Desmosome","DSC2","DSG2","","","","","Adhesion-Adhesion","DSC2-DSG2",NA,"curated","PMID:27298358","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"DSG1-DSC1","Desmosome","DSG1","DSC1","","","","","Adhesion-Adhesion","DSG1-DSC1",NA,"curated","PMID:27298358","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"DSG1-DSC2","Desmosome","DSG1","DSC2","","","","","Adhesion-Adhesion","DSG1-DSC2",NA,"curated","PMID:27298358","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"DSG1-DSC3","Desmosome","DSG1","DSC3","","","","","Adhesion-Adhesion","DSG1-DSC3",NA,"curated","PMID:27298358","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"DSG2-DSC3","Desmosome","DSG2","DSC3","","","","","Adhesion-Adhesion","DSG2-DSC3",NA,"curated","PMID:27298358","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"FGA+FGB+FGG-ITGA2B+ITGB3","Fibribogen","fibrinogen","integrin_a2Bb3_complex","","","","","Ligand-Receptor","FGA+FGB+FGG-ITGA2B+ITGB3",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"FGA+FGB+FGG-ITGAM+ITGB2","Fibribogen","fibrinogen","integrin_aMb2_complex","","","","","Ligand-Receptor","FGA+FGB+FGG-ITGAM+ITGB2",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"FGA+FGB+FGG-ITGAX+ITGB2","Fibribogen","fibrinogen","integrin_aXb2_complex","","","","","Ligand-Receptor","FGA+FGB+FGG-ITGAX+ITGB2",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"FN1-ITGA10+ITGB1","Fibronectin","FN1","integrin_a10b1_complex","","","","","Adhesion-Adhesion","FN1-ITGA10+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"FN1-ITGA11+ITGB1","Fibronectin","FN1","integrin_a11b1_complex","","","","","Adhesion-Adhesion","FN1-ITGA11+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"FN1-ITGA2+ITGB1","Fibronectin","FN1","integrin_a2b1_complex","","","","","Adhesion-Adhesion","FN1-ITGA2+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"FN1-ITGA2B+ITGB3","Fibronectin","FN1","integrin_a2Bb3_complex","","","","","Adhesion-Adhesion","FN1-ITGA2B+ITGB3",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"FN1-ITGA3+ITGB1","Fibronectin","FN1","integrin_a3b1_complex","","","","","Adhesion-Adhesion","FN1-ITGA3+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"FN1-ITGA4+ITGB1","Fibronectin","FN1","integrin_a4b1_complex","","","","","Adhesion-Adhesion","FN1-ITGA4+ITGB1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
